type,elevation_ft,iata_code
small_airport,14,NA
small_airport,20,NA
small_airport,200,NA
heliport,998,NA
small_airport,1230,NA
heliport,6000,NA
small_airport,830,NA
heliport,390,NA
small_airport,720,NA
seaplane_base,0,PTC
small_airport,780,NA
heliport,25,NA
heliport,870,NA
heliport,60,NA
small_airport,363,NA
heliport,631,NA
small_airport,823,NA
small_airport,755,NA
heliport,610,NA
small_airport,4320,NA
small_airport,31,NA
small_airport,1828,NA
small_airport,1390,NA
seaplane_base,624,NA
seaplane_base,NA,NA
heliport,1220,NA
small_airport,1038,NA
small_airport,1200,NA
heliport,1265,NA
small_airport,619,NA
small_airport,600,NA
heliport,1683,NA
small_airport,3500,NA
small_airport,409,NA
heliport,738,NA
small_airport,420,NA
small_airport,390,NA
small_airport,4266,NA
seaplane_base,0,NA
small_airport,681,NA
small_airport,1855,NA
seaplane_base,1690,NA
small_airport,800,NA
heliport,682,NA
small_airport,270,NA
seaplane_base,325,NA
heliport,20,NA
heliport,263,NA
small_airport,236,NA
heliport,1350,NA
small_airport,125,NA
small_airport,5000,NA
small_airport,18,NA
small_airport,100,NA
small_airport,850,NA
heliport,884,NA
small_airport,3365,NA
small_airport,706,NA
small_airport,890,NA
small_airport,440,NA
small_airport,45,NA
heliport,630,NA
heliport,293,NA
small_airport,590,NA
heliport,662,NA
seaplane_base,1224,NA
small_airport,825,NA
heliport,331,NA
small_airport,2900,NA
small_airport,1045,NA
small_airport,23,NA
heliport,1433,NA
heliport,254,NA
heliport,32,NA
small_airport,1351,NA
small_airport,86,NA
heliport,420,NA
small_airport,855,NA
small_airport,750,NA
small_airport,980,NA
heliport,526,NA
heliport,1990,NA
small_airport,1641,NA
small_airport,190,NA
small_airport,680,NA
small_airport,1687,NA
heliport,500,NA
small_airport,1470,NA
small_airport,1720,NA
heliport,4435,NA
heliport,546,NA
small_airport,1100,NA
heliport,141,NA
small_airport,885,NA
small_airport,580,NA
small_airport,1422,NA
small_airport,89,NA
heliport,25,NA
heliport,385,NA
small_airport,1450,NA
small_airport,2568,NA
heliport,851,NA
small_airport,75,NA
heliport,5224,NA
small_airport,250,NA
small_airport,750,NA
small_airport,231,NA
small_airport,685,NA
heliport,3156,NA
small_airport,855,NA
heliport,700,NA
small_airport,19,NA
small_airport,2483,NA
small_airport,1270,NA
heliport,395,NA
heliport,125,NA
heliport,10,NA
heliport,202,NA
heliport,472,NA
small_airport,216,NA
small_airport,1283,NA
small_airport,1380,NA
small_airport,222,NA
small_airport,7200,NA
small_airport,1160,NA
small_airport,1744,NA
small_airport,1640,NA
heliport,252,NA
heliport,100,NA
small_airport,500,NA
small_airport,800,NA
small_airport,575,NA
heliport,1142,NA
small_airport,190,NA
small_airport,275,NA
small_airport,733,NA
small_airport,1550,NA
small_airport,2330,NA
small_airport,390,NA
heliport,784,NA
small_airport,545,NA
heliport,4800,NA
heliport,550,NA
heliport,589,NA
heliport,700,NA
heliport,750,NA
small_airport,1680,NA
small_airport,250,NA
small_airport,3000,NA
small_airport,1100,NA
small_airport,50,ICY
heliport,490,NA
small_airport,230,NA
small_airport,3370,NA
heliport,6155,NA
heliport,66,NA
heliport,103,NA
small_airport,868,NA
small_airport,690,NA
heliport,3371,NA
heliport,1052,NA
small_airport,430,NA
heliport,940,NA
small_airport,940,NA
small_airport,650,NA
heliport,146,NA
heliport,80,NA
heliport,911,NA
seaplane_base,970,NA
small_airport,4446,NA
small_airport,195,NA
small_airport,1458,NA
small_airport,2707,NA
heliport,700,NA
small_airport,378,NA
small_airport,1650,NA
heliport,1218,NA
small_airport,2000,NA
seaplane_base,0,PPV
small_airport,750,NA
small_airport,593,NA
seaplane_base,659,NA
small_airport,567,NA
small_airport,620,NA
small_airport,1760,NA
heliport,1496,NA
small_airport,972,NA
small_airport,1180,NA
heliport,560,NA
small_airport,585,NA
small_airport,295,NA
small_airport,973,NA
small_airport,3990,NA
heliport,20,NA
small_airport,840,NA
small_airport,2125,NA
small_airport,200,NA
heliport,150,NA
small_airport,282,NA
heliport,96,NA
small_airport,610,NA
heliport,1000,NA
heliport,588,NA
small_airport,580,NA
small_airport,180,NA
small_airport,170,NA
heliport,425,NA
heliport,403,NA
small_airport,730,NA
small_airport,221,NA
small_airport,215,NA
small_airport,208,NA
small_airport,1194,NA
small_airport,1000,NA
heliport,375,NA
small_airport,250,NA
small_airport,1261,NA
heliport,1060,NA
heliport,3000,NA
heliport,1101,NA
small_airport,4180,NA
heliport,1140,NA
small_airport,3750,NA
small_airport,970,NA
small_airport,508,NA
small_airport,330,NA
seaplane_base,NA,NA
small_airport,741,NA
small_airport,151,NA
heliport,1800,NA
small_airport,575,NA
heliport,188,NA
heliport,808,NA
small_airport,2650,NA
heliport,35,NA
heliport,1360,NA
heliport,4870,NA
small_airport,5350,NA
small_airport,4925,NA
small_airport,6600,NA
heliport,7190,NA
heliport,984,NA
small_airport,2433,NA
small_airport,2610,NA
heliport,140,NA
heliport,650,NA
heliport,45,NA
heliport,256,NA
heliport,231,NA
heliport,2810,NA
heliport,5604,NA
heliport,7881,NA
small_airport,6842,NA
small_airport,5225,NA
small_airport,5560,NA
small_airport,4260,NA
heliport,9940,NA
small_airport,7480,NA
small_airport,6295,NA
heliport,6153,NA
heliport,219,NA
heliport,300,NA
small_airport,696,NA
small_airport,1100,NA
small_airport,740,NA
small_airport,1077,NA
heliport,65,NA
small_airport,60,NA
small_airport,180,NA
small_airport,3769,NA
small_airport,3639,NA
small_airport,93,NA
small_airport,3640,NA
small_airport,814,NA
small_airport,1070,NA
small_airport,510,NA
small_airport,25,NA
small_airport,12,NA
heliport,10,NA
heliport,55,NA
heliport,93,NA
heliport,101,NA
small_airport,134,NA
heliport,13,NA
heliport,61,NA
small_airport,29,NA
heliport,75,NA
heliport,19,NA
heliport,23,NA
heliport,154,NA
seaplane_base,147,NA
heliport,75,NA
heliport,147,NA
small_airport,75,NA
seaplane_base,NA,NA
heliport,85,NA
heliport,107,NA
heliport,6,NA
heliport,18,NA
small_airport,400,NA
small_airport,1084,NA
small_airport,10,NA
heliport,430,NA
small_airport,870,NA
heliport,1911,NA
small_airport,180,NA
small_airport,211,NA
small_airport,225,NA
small_airport,830,NA
heliport,1600,NA
small_airport,1306,NA
small_airport,890,NA
small_airport,425,NA
small_airport,838,NA
small_airport,105,NA
small_airport,650,NA
heliport,1227,NA
small_airport,675,NA
small_airport,385,NA
small_airport,840,NA
small_airport,750,NA
small_airport,1120,NA
small_airport,985,NA
small_airport,501,NA
heliport,445,NA
small_airport,840,NA
small_airport,675,NA
heliport,760,NA
heliport,1318,NA
small_airport,1290,NA
heliport,995,NA
small_airport,1134,NA
heliport,840,NA
heliport,2300,NA
small_airport,2079,NA
small_airport,3259,NA
heliport,5737,NA
heliport,3800,NA
small_airport,3830,NA
heliport,3579,NA
small_airport,6150,NA
small_airport,910,NA
small_airport,500,NA
small_airport,665,NA
small_airport,730,NA
heliport,386,NA
heliport,817,NA
small_airport,870,NA
small_airport,731,NA
small_airport,653,NA
heliport,525,NA
small_airport,631,NA
heliport,560,NA
heliport,800,NA
small_airport,665,NA
small_airport,715,NA
small_airport,750,NA
heliport,760,NA
small_airport,865,NA
small_airport,775,NA
small_airport,545,NA
small_airport,685,NA
seaplane_base,859,NA
small_airport,856,NA
small_airport,666,NA
small_airport,620,NA
small_airport,916,NA
small_airport,900,NA
heliport,745,NA
heliport,799,NA
small_airport,22,NA
heliport,1041,NA
small_airport,4620,NA
heliport,97,NA
heliport,81,NA
small_airport,1364,NA
small_airport,1543,NA
small_airport,1797,NA
small_airport,775,NA
small_airport,1598,KKK
small_airport,1005,NA
small_airport,1133,NA
small_airport,1350,NA
small_airport,1164,NA
small_airport,1204,NA
small_airport,3028,NA
small_airport,3038,NA
small_airport,935,NA
heliport,970,NA
heliport,1000,NA
heliport,838,NA
heliport,460,NA
heliport,970,NA
heliport,1076,NA
heliport,1100,NA
heliport,920,NA
small_airport,910,NA
heliport,517,NA
heliport,1407,NA
small_airport,2605,NA
small_airport,6,NA
small_airport,10,NA
small_airport,4,NA
small_airport,40,NA
heliport,160,NA
heliport,100,NA
heliport,4,NA
heliport,NA,NA
heliport,470,NA
small_airport,500,NA
small_airport,690,NA
small_airport,650,NA
small_airport,877,NA
small_airport,690,NA
small_airport,680,NA
heliport,600,NA
small_airport,14,NA
heliport,18,NA
heliport,45,NA
small_airport,5,NA
small_airport,64,NA
small_airport,920,NA
small_airport,400,NA
small_airport,71,NA
heliport,122,NA
heliport,308,NA
heliport,417,NA
heliport,104,NA
small_airport,432,NA
heliport,245,NA
heliport,120,NA
heliport,336,NA
heliport,50,NA
heliport,133,NA
small_airport,4,NA
heliport,297,NA
heliport,510,NA
heliport,99,NA
heliport,475,NA
small_airport,580,NA
seaplane_base,942,NA
heliport,180,NA
heliport,112,NA
seaplane_base,580,NA
heliport,1021,NA
small_airport,880,NA
small_airport,955,NA
small_airport,785,NA
small_airport,980,NA
small_airport,1430,NA
heliport,1320,NA
small_airport,1000,NA
heliport,1315,NA
heliport,1255,NA
small_airport,1111,NA
heliport,1450,NA
heliport,530,NA
small_airport,940,NA
small_airport,800,NA
small_airport,737,NA
small_airport,800,NA
small_airport,1040,NA
small_airport,129,NA
heliport,388,NA
small_airport,240,NA
heliport,455,NA
heliport,366,NA
heliport,44,NA
small_airport,262,NA
heliport,535,NA
small_airport,260,NA
small_airport,6974,NA
heliport,4474,NA
small_airport,3540,NA
small_airport,5100,NA
heliport,2372,NA
small_airport,4824,NA
small_airport,3420,NA
heliport,5733,NA
small_airport,3390,NA
small_airport,1260,NA
seaplane_base,716,NA
small_airport,800,NA
heliport,1060,NA
small_airport,840,NA
small_airport,480,NA
small_airport,826,NA
heliport,425,NA
small_airport,1033,NA
small_airport,50,NA
small_airport,1784,NA
small_airport,42,NA
small_airport,1142,NA
small_airport,1950,NA
small_airport,1795,NA
small_airport,2120,NA
small_airport,460,NA
small_airport,525,NA
small_airport,830,NA
small_airport,7,NA
small_airport,35,NA
small_airport,360,NA
small_airport,535,NA
small_airport,665,NA
small_airport,1030,NA
small_airport,900,NA
small_airport,943,NA
small_airport,2860,NA
small_airport,2780,NA
small_airport,2700,NA
small_airport,1280,NA
small_airport,4100,NA
heliport,102,NA
heliport,116,NA
heliport,114,NA
heliport,85,NA
heliport,700,NA
heliport,525,NA
heliport,850,NA
heliport,344,NA
heliport,540,NA
small_airport,1600,NA
heliport,285,NA
heliport,188,NA
heliport,11,NA
small_airport,840,NA
small_airport,1200,NA
small_airport,940,NA
heliport,12,NA
small_airport,7554,NA
heliport,1636,NA
small_airport,336,NA
small_airport,3950,NA
heliport,1380,NA
heliport,590,NA
heliport,8,NA
small_airport,560,NA
small_airport,1520,NA
heliport,1300,NA
seaplane_base,39,NA
small_airport,3258,MHS
small_airport,940,NA
small_airport,854,NA
small_airport,1080,NA
small_airport,972,NA
small_airport,910,NA
small_airport,1149,NA
heliport,1022,NA
small_airport,1057,NA
small_airport,807,NA
small_airport,640,NA
heliport,632,NA
heliport,1026,NA
small_airport,1160,NA
small_airport,862,NA
heliport,1265,NA
heliport,1050,NA
small_airport,978,NA
small_airport,990,NA
small_airport,775,NA
small_airport,1160,NA
small_airport,1194,NA
heliport,480,NA
small_airport,1563,NA
small_airport,1020,NA
small_airport,1035,NA
small_airport,1085,NA
small_airport,843,NA
small_airport,1100,NA
small_airport,320,NA
heliport,900,NA
small_airport,207,NA
small_airport,210,NA
small_airport,545,NA
small_airport,735,NA
heliport,470,NA
heliport,275,NA
small_airport,505,NA
small_airport,800,NA
heliport,234,NA
heliport,163,NA
small_airport,520,NA
small_airport,520,NA
small_airport,536,NA
heliport,250,NA
small_airport,700,NA
small_airport,1060,NA
heliport,440,NA
heliport,956,NA
heliport,157,NA
small_airport,1320,NA
heliport,495,NA
heliport,167,NA
heliport,99,NA
heliport,166,NA
heliport,1517,NA
small_airport,590,NA
small_airport,426,NA
small_airport,1900,NA
small_airport,10,NA
small_airport,1756,NA
small_airport,553,NA
small_airport,1746,NA
small_airport,2187,NA
small_airport,1660,NA
small_airport,890,NA
small_airport,875,NA
small_airport,390,NA
heliport,1182,NA
small_airport,292,NA
small_airport,2350,NA
small_airport,1352,NA
small_airport,1325,NA
small_airport,2552,NA
small_airport,1659,NA
small_airport,3500,NA
heliport,2715,NA
small_airport,1175,NA
heliport,1708,NA
small_airport,1080,NA
heliport,16,NA
small_airport,3383,NA
heliport,39,NA
small_airport,420,NA
small_airport,3625,NA
heliport,737,NA
small_airport,515,NA
small_airport,935,NA
heliport,80,NA
small_airport,3802,NA
small_airport,650,NA
small_airport,450,NA
small_airport,592,NA
small_airport,270,NA
small_airport,560,NA
small_airport,702,NA
small_airport,420,NA
small_airport,540,NA
small_airport,1250,NA
small_airport,975,NA
heliport,312,NA
heliport,651,NA
heliport,1210,NA
heliport,1275,NA
small_airport,1565,NA
small_airport,8,NA
small_airport,165,NA
small_airport,547,NA
heliport,660,NA
small_airport,825,NA
heliport,24,NA
small_airport,2275,NA
small_airport,775,NA
heliport,280,NA
small_airport,1808,NA
small_airport,1870,NA
small_airport,3483,NA
small_airport,1210,NA
small_airport,1845,NA
small_airport,3655,NA
small_airport,335,NA
small_airport,4716,NA
small_airport,2454,NA
small_airport,2855,NA
small_airport,3908,NA
small_airport,4650,NA
small_airport,4232,NA
heliport,4367,NA
small_airport,255,NA
small_airport,2923,NA
heliport,1070,NA
small_airport,650,NA
heliport,525,NA
small_airport,413,NA
small_airport,485,NA
small_airport,255,NA
small_airport,23,NA
small_airport,900,NA
small_airport,429,NA
small_airport,607,NA
heliport,195,NA
heliport,32,NA
small_airport,450,NA
heliport,10,NA
heliport,319,NA
heliport,296,NA
small_airport,140,NA
heliport,300,NA
small_airport,150,NA
small_airport,820,NA
small_airport,850,NA
small_airport,800,NA
small_airport,787,NA
heliport,640,NA
seaplane_base,871,NA
small_airport,825,NA
small_airport,805,NA
small_airport,690,NA
small_airport,800,NA
small_airport,1335,NA
small_airport,1040,NA
small_airport,875,NA
small_airport,1000,NA
small_airport,1735,NA
heliport,165,NA
heliport,878,NA
small_airport,1070,NA
small_airport,190,NIR
heliport,24,NA
small_airport,161,NA
small_airport,410,NA
small_airport,679,NA
small_airport,145,NA
small_airport,433,NA
heliport,122,NA
small_airport,60,NA
small_airport,532,NA
heliport,756,NA
heliport,720,NA
heliport,566,NA
small_airport,1640,NA
small_airport,1265,NA
small_airport,1173,NA
small_airport,1385,NA
small_airport,4100,GCT
seaplane_base,0,ELW
small_airport,150,NA
heliport,180,NA
small_airport,660,NA
heliport,261,NA
small_airport,1410,NA
heliport,5918,NA
heliport,1117,NA
small_airport,100,NA
small_airport,25,NA
small_airport,1110,NA
heliport,400,NA
small_airport,850,NA
small_airport,4200,NA
small_airport,651,NA
heliport,717,NA
small_airport,760,NA
small_airport,777,NA
small_airport,1550,NA
small_airport,1338,NA
small_airport,880,NA
heliport,5,NA
heliport,583,NA
small_airport,62,NA
heliport,157,NA
heliport,170,NA
heliport,252,NA
heliport,613,NA
small_airport,860,NA
small_airport,280,NA
small_airport,2348,NA
small_airport,1020,NA
small_airport,1900,NA
heliport,1186,NA
heliport,45,NA
heliport,588,NA
small_airport,891,NA
heliport,985,NA
small_airport,325,NA
heliport,350,NA
small_airport,1764,NA
small_airport,740,NA
small_airport,880,NA
heliport,1100,NA
small_airport,1420,NA
small_airport,1061,NA
heliport,1639,NA
heliport,4729,NA
small_airport,245,NA
small_airport,760,NA
small_airport,800,NA
heliport,123,NA
small_airport,495,NA
small_airport,250,NA
heliport,220,NA
small_airport,218,NA
small_airport,6066,NA
heliport,40,NA
heliport,2367,NA
heliport,544,NA
closed,100,NA
small_airport,98,NA
heliport,930,NA
small_airport,1390,NA
seaplane_base,NA,NA
heliport,2440,NA
heliport,531,NA
heliport,702,NA
seaplane_base,NA,NA
heliport,1114,NA
small_airport,780,NA
small_airport,28,NA
small_airport,181,NA
seaplane_base,1028,NA
heliport,1000,NA
heliport,970,NA
small_airport,209,NA
small_airport,4582,NA
small_airport,1015,NA
small_airport,30,NA
heliport,12,NA
small_airport,1450,NA
small_airport,190,NA
small_airport,1750,NA
heliport,12,NA
small_airport,720,NA
heliport,1130,NA
small_airport,905,NA
heliport,725,NA
heliport,1115,NA
small_airport,154,NA
heliport,125,NA
small_airport,68,NA
heliport,30,NA
small_airport,362,NA
small_airport,40,NA
small_airport,2650,NA
heliport,313,NA
heliport,858,NA
small_airport,48,NA
heliport,379,NA
heliport,1194,NA
heliport,925,NA
seaplane_base,NA,NA
heliport,5115,NA
small_airport,550,NA
heliport,422,NA
small_airport,5100,NA
small_airport,1210,NA
small_airport,47,NA
heliport,13,NA
small_airport,620,NA
heliport,1121,NA
heliport,NA,NA
heliport,739,NA
small_airport,4350,NA
small_airport,370,NA
small_airport,820,NA
small_airport,535,NA
heliport,10,NA
heliport,1382,NA
heliport,455,NA
small_airport,48,NA
small_airport,29,NA
heliport,45,NA
small_airport,550,NA
heliport,35,NA
heliport,629,NA
small_airport,1285,NA
small_airport,260,NA
small_airport,2905,NA
heliport,865,NA
small_airport,650,NA
heliport,580,NA
heliport,4336,NA
heliport,903,NA
small_airport,4920,NA
heliport,825,NA
small_airport,860,NA
small_airport,790,NA
heliport,1115,NA
heliport,326,NA
heliport,1740,NA
heliport,800,NA
small_airport,126,NA
heliport,500,NA
heliport,100,NA
heliport,687,NA
small_airport,NA,NA
heliport,2500,NA
heliport,766,NA
small_airport,2360,NA
heliport,720,NA
small_airport,1030,NA
heliport,1271,NA
small_airport,4380,NA
small_airport,720,NA
small_airport,340,NA
heliport,470,NA
small_airport,260,NA
small_airport,2455,NA
small_airport,4210,NA
heliport,352,NA
small_airport,6000,NA
heliport,500,NA
small_airport,1025,NA
small_airport,81,NA
heliport,6,NA
small_airport,65,NA
heliport,1038,NA
small_airport,286,NA
heliport,1039,NA
small_airport,5612,NA
heliport,707,NA
heliport,787,NA
small_airport,570,NA
heliport,99,NA
small_airport,963,NA
small_airport,500,NA
small_airport,185,NA
heliport,750,NA
heliport,255,NA
seaplane_base,10,NA
small_airport,1240,NA
small_airport,48,NA
small_airport,4950,NA
small_airport,41,NA
heliport,126,NA
small_airport,2110,NA
small_airport,1289,NA
small_airport,110,NA
small_airport,520,NA
small_airport,1,NA
small_airport,1700,NA
heliport,664,NA
heliport,990,NA
heliport,400,NA
small_airport,500,NA
heliport,1160,NA
heliport,399,NA
small_airport,4235,NA
small_airport,705,NA
heliport,492,NA
heliport,1691,NA
small_airport,1110,NA
small_airport,700,NA
small_airport,490,NA
small_airport,465,NA
small_airport,1750,NA
heliport,416,NA
heliport,850,NA
small_airport,1110,NA
heliport,895,NA
small_airport,2501,NA
heliport,6200,NA
small_airport,720,NA
